


殴打,ōudǎ,TO TRANSLATE,cmn-02f0ece8.mp3,HSK niveau IV
横,héng,TO TRANSLATE,cmn-02f30917.mp3,HSK niveau III
箩筐,luókuāng,TO TRANSLATE,cmn-02fc6a24.mp3,HSK niveau IV
美中不足,měizhōngbùzú,TO TRANSLATE,cmn-030bf1d3.mp3,HSK niveau IV
四方,sìfāng,TO TRANSLATE,cmn-0315d190.mp3,HSK niveau IV
牢骚,láosāo,TO TRANSLATE,cmn-03164ce2.mp3,HSK niveau III
进程,jìnchéng,TO TRANSLATE,cmn-031a6b40.mp3,HSK niveau IV
法律,fǎlǜ,TO TRANSLATE,cmn-0323f1bb.mp3,HSK niveau II
远大,yuǎndà,TO TRANSLATE,cmn-0324a478.mp3,HSK niveau IV
单调,dāndiào,TO TRANSLATE,cmn-0326b31d.mp3,HSK niveau II
国家,guójiā,TO TRANSLATE,cmn-032a3e41.mp3,HSK niveau I
罚款,fákuǎn,TO TRANSLATE,cmn-032d8680.mp3,HSK niveau IV
推行,tuīxíng,TO TRANSLATE,cmn-0335a59e.mp3,HSK niveau IV
木匠,mùjiang,TO TRANSLATE,cmn-033fc423.mp3,HSK niveau IV
增进,zēngjìn,TO TRANSLATE,cmn-03420850.mp3,HSK niveau III
销路,xiāolù,TO TRANSLATE,cmn-034adb1c.mp3,HSK niveau IV
专程,zhuānchéng,TO TRANSLATE,cmn-034c5fc4.mp3,HSK niveau IV
早已,zǎoyǐ,TO TRANSLATE,cmn-03580c27.mp3,HSK niveau III
条例,tiáolì,TO TRANSLATE,cmn-0359651f.mp3,HSK niveau III
万一,wànyī,TO TRANSLATE,cmn-0361ea8c.mp3,HSK niveau III
厂家,chǎngjiā,TO TRANSLATE,cmn-0362ce44.mp3,HSK niveau IV
半径,bànjìng,TO TRANSLATE,cmn-0363dfaa.mp3,HSK niveau IV
倒是,dàoshì,TO TRANSLATE,cmn-037aa056.mp3,HSK niveau II
塌,tā,TO TRANSLATE,cmn-037a89fa.mp3,HSK niveau III
太太,tàitai,TO TRANSLATE,cmn-037bcaf5.mp3,HSK niveau II
锣,luó,TO TRANSLATE,cmn-03808f71.mp3,HSK niveau III
形象,xíngxiàng,TO TRANSLATE,cmn-0380bb26.mp3,HSK niveau II
脆,cuì,TO TRANSLATE,cmn-03842350.mp3,HSK niveau IV
盼,pàn,TO TRANSLATE,cmn-038eb341.mp3,HSK niveau III
知,zhī,TO TRANSLATE,cmn-0389de85.mp3,HSK niveau III
修,xiū,TO TRANSLATE,cmn-03999df6.mp3,HSK niveau II
价,jià,TO TRANSLATE,cmn-039ef032.mp3,HSK niveau III
福利,fúlì,TO TRANSLATE,cmn-03a75d86.mp3,HSK niveau IV
禁区,jìnqū,TO TRANSLATE,cmn-03aaae6f.mp3,HSK niveau IV
有限,yǒuxiàn,TO TRANSLATE,cmn-03c723a4.mp3,HSK niveau III
发现,fāxiàn,TO TRANSLATE,cmn-03cd4a7c.mp3,HSK niveau I
消,xiāo,TO TRANSLATE,cmn-03d2772c.mp3,HSK niveau IV
脑力,nǎolì,TO TRANSLATE,cmn-03d78099.mp3,HSK niveau III
老大爷,lǎodàye,TO TRANSLATE,cmn-03dd3353.mp3,HSK niveau II
一直,yìzhí,TO TRANSLATE,cmn-03edefb8.mp3,HSK niveau I
鲜明,xiānmíng,TO TRANSLATE,cmn-03efeca6.mp3,HSK niveau III
现在,xiànzài,TO TRANSLATE,cmn-03f73677.mp3,HSK niveau I
折磨,zhémo,TO TRANSLATE,cmn-03f73a91.mp3,HSK niveau III
关键,guānjiàn,TO TRANSLATE,cmn-03fadfda.mp3,HSK niveau II
别扭,bièniu,TO TRANSLATE,cmn-03fe1e80.mp3,HSK niveau IV
伙伴,huǒbàn,TO TRANSLATE,cmn-03ff5d51.mp3,HSK niveau III
更新,gēngxīn,TO TRANSLATE,cmn-040ca4f2.mp3,HSK niveau IV
终究,zhōngjiū,TO TRANSLATE,cmn-0413fa74.mp3,HSK niveau IV
冬天,dōngtiān,TO TRANSLATE,cmn-0418b8f7.mp3,HSK niveau I
但,dàn,TO TRANSLATE,cmn-041a578e.mp3,HSK niveau II
也,yě,TO TRANSLATE,cmn-041d3a4a.mp3,HSK niveau I
季,jì,TO TRANSLATE,cmn-041efbaf.mp3,HSK niveau III
葬礼,zànglǐ,TO TRANSLATE,cmn-041fd03e.mp3,HSK niveau IV
语音,yǔyīn,TO TRANSLATE,cmn-04216e1f.mp3,HSK niveau II
责任,zérèn,TO TRANSLATE,cmn-04254578.mp3,HSK niveau II
人参,rénshēn,TO TRANSLATE,cmn-042b32bf.mp3,HSK niveau IV
絮叨,xùdao,TO TRANSLATE,cmn-042fdede.mp3,HSK niveau IV
行军,xíngjūn,TO TRANSLATE,cmn-0430e0a3.mp3,HSK niveau IV
交谈,jiāotán,TO TRANSLATE,cmn-043e4262.mp3,HSK niveau III
自行车,zìxíngchē,TO TRANSLATE,cmn-043246c4.mp3,HSK niveau I
风气,fēngqì,TO TRANSLATE,cmn-04409a50.mp3,HSK niveau III
罕见,hǎnjiàn,TO TRANSLATE,cmn-04424f2a.mp3,HSK niveau IV
授予,shòuyǔ,TO TRANSLATE,cmn-0446fc47.mp3,HSK niveau IV
实用,shíyòng,TO TRANSLATE,cmn-044e3e13.mp3,HSK niveau II
年青,niánqīng,TO TRANSLATE,cmn-0451752a.mp3,HSK niveau II
席位,xíwèi,TO TRANSLATE,cmn-0474fe8b.mp3,HSK niveau IV
气魄,qìpò,TO TRANSLATE,cmn-04754969.mp3,HSK niveau IV
轻工业,qīnggōngyè,TO TRANSLATE,cmn-04907ee5.mp3,HSK niveau IV
生产力,shēngchǎnlì,TO TRANSLATE,cmn-04920489.mp3,HSK niveau IV
招生,zhāoshēng,TO TRANSLATE,cmn-0498b9f4.mp3,HSK niveau IV
免费,miǎnfèi,TO TRANSLATE,cmn-049b9b1a.mp3,HSK niveau IV
蝗虫,huángchóng,TO TRANSLATE,cmn-04a2c8db.mp3,HSK niveau IV
偿还,chánghuán,TO TRANSLATE,cmn-04a4c465.mp3,HSK niveau IV
损失,sǔnshī,TO TRANSLATE,cmn-04ae3451.mp3,HSK niveau II
挂号,guàhào,TO TRANSLATE,cmn-04aecaff.mp3,HSK niveau II
突然,tūrán,TO TRANSLATE,cmn-04b15123.mp3,HSK niveau I
驶,shǐ,TO TRANSLATE,cmn-04b52324.mp3,HSK niveau III
输入,shūrù,TO TRANSLATE,cmn-04b6e951.mp3,HSK niveau IV
碰,pèng,TO TRANSLATE,cmn-04bc72d0.mp3,HSK niveau I
移动,yídòng,TO TRANSLATE,cmn-04bf49d4.mp3,HSK niveau II
象,xiàng,TO TRANSLATE,cmn-04bf548d.mp3,HSK niveau II
涌,yǒng,TO TRANSLATE,cmn-04bfb335.mp3,HSK niveau III
公约,gōngyuē,TO TRANSLATE,cmn-04c23407.mp3,HSK niveau IV
女子,nǚzǐ,TO TRANSLATE,cmn-04c499ab.mp3,HSK niveau III
买卖,mǎimài,TO TRANSLATE,cmn-04da1ef4.mp3,HSK niveau II
稳妥,wěntuǒ,TO TRANSLATE,cmn-04dbe1f9.mp3,HSK niveau IV
工艺品,gōngyìpǐn,TO TRANSLATE,cmn-04dc6eab.mp3,HSK niveau II
周到,zhōudao,TO TRANSLATE,cmn-04e0a75c.mp3,HSK niveau II
相,xiāng,TO TRANSLATE,cmn-04e37758.mp3,HSK niveau II
惯,guàn,TO TRANSLATE,cmn-04e900f1.mp3,HSK niveau III
起点,qǐdiǎn,TO TRANSLATE,cmn-04f2fecf.mp3,HSK niveau IV
转弯,zhuǎnwān,TO TRANSLATE,cmn-050f1fd2.mp3,HSK niveau III
捕捉,bǔzhuō,TO TRANSLATE,cmn-05114d19.mp3,HSK niveau IV
一行,yīxíng,TO TRANSLATE,cmn-051ace62.mp3,HSK niveau III
英镑,Yīngbàng,TO TRANSLATE,cmn-0520a692.mp3,HSK niveau III
巴结,bājie,TO TRANSLATE,cmn-052655f3.mp3,HSK niveau IV
传单,chuándān,TO TRANSLATE,cmn-052a97a1.mp3,HSK niveau IV
逛,guàng,TO TRANSLATE,cmn-052ce0ba.mp3,HSK niveau II
检举,jiǎnjǔ,TO TRANSLATE,cmn-052fc806.mp3,HSK niveau IV
航道,hángdào,TO TRANSLATE,cmn-0538baa5.mp3,HSK niveau IV
行使,xíngshǐ,TO TRANSLATE,cmn-0543817d.mp3,HSK niveau IV
半途而废,bàntú'érfèi,TO TRANSLATE,cmn-055549d0.mp3,HSK niveau IV
民用,mínyòng,TO TRANSLATE,cmn-05697508.mp3,HSK niveau III
傻,shǎ,TO TRANSLATE,cmn-056e5b94.mp3,HSK niveau II
级,jí,TO TRANSLATE,cmn-05746f4e.mp3,HSK niveau II
津贴,jīntiē,TO TRANSLATE,cmn-057983ee.mp3,HSK niveau IV
大拇指,dàmuzhǐ,TO TRANSLATE,cmn-05834ed4.mp3,HSK niveau IV
奖励,jiǎnglì,TO TRANSLATE,cmn-0584649c.mp3,HSK niveau III
邮政,yóuzhèng,TO TRANSLATE,cmn-05872b3c.mp3,HSK niveau IV
运用,yùnyòng,TO TRANSLATE,cmn-058fe4cc.mp3,HSK niveau II
素,sù,TO TRANSLATE,cmn-0593d763.mp3,HSK niveau IV
推算,tuīsuàn,TO TRANSLATE,cmn-05943780.mp3,HSK niveau IV
制造,zhìzào,TO TRANSLATE,cmn-05a2110b.mp3,HSK niveau II
赌博,dǔbó,TO TRANSLATE,cmn-05a338bc.mp3,HSK niveau IV
答辨,dābiàn,TO TRANSLATE,cmn-05ac8eb9.mp3,HSK niveau IV
不久,bùjiǔ,TO TRANSLATE,cmn-05adcf26.mp3,HSK niveau I
栽培,zāipéi,TO TRANSLATE,cmn-05addf5b.mp3,HSK niveau IV
爱人,àiren,TO TRANSLATE,cmn-05ae3ce9.mp3,HSK niveau I
爱面子,àimiànzi,TO TRANSLATE,cmn-05b21939.mp3,HSK niveau IV
气概,qìgài,TO TRANSLATE,cmn-05be72aa.mp3,HSK niveau III
高级,gāojí,TO TRANSLATE,cmn-05bf3a79.mp3,HSK niveau III
球迷,qiúmí,TO TRANSLATE,cmn-05c0a11c.mp3,HSK niveau IV
体制,tǐzhì,TO TRANSLATE,cmn-05c46c69.mp3,HSK niveau IV
新娘,xīnniáng,TO TRANSLATE,cmn-05c8faca.mp3,HSK niveau IV
遗留,yíliú,TO TRANSLATE,cmn-05d0384c.mp3,HSK niveau III
先进,xiānjìn,TO TRANSLATE,cmn-05d1f307.mp3,HSK niveau II
全都,quándōu,TO TRANSLATE,cmn-05dfca0c.mp3,HSK niveau IV
指标,zhǐbiāo,TO TRANSLATE,cmn-05f38c55.mp3,HSK niveau III
校长,xiàozhǎng,TO TRANSLATE,cmn-05f483a7.mp3,HSK niveau II
有利,yǒulì,TO TRANSLATE,cmn-060171d8.mp3,HSK niveau II
大使,dàshǐ,TO TRANSLATE,cmn-060e35ec.mp3,HSK niveau III
共产主义,gòngchǎnzhǔyì,TO TRANSLATE,cmn-0618b9f6.mp3,HSK niveau IV
仁慈,réncí,TO TRANSLATE,cmn-061ddb62.mp3,HSK niveau IV
精华,jīnghuá,TO TRANSLATE,cmn-062db22e.mp3,HSK niveau IV
提案,tí'àn,TO TRANSLATE,cmn-0639b573.mp3,HSK niveau IV
领导,lǐngdǎo,TO TRANSLATE,cmn-063d8332.mp3,HSK niveau I
王国,wángguó,TO TRANSLATE,cmn-06413bfb.mp3,HSK niveau IV
党,dǎng,TO TRANSLATE,cmn-0646dd0d.mp3,HSK niveau II
民航,mínháng,TO TRANSLATE,cmn-064c0e44.mp3,HSK niveau IV
前赴后继,qiánfùhòujì,TO TRANSLATE,cmn-0651408b.mp3,HSK niveau IV
案,àn,TO TRANSLATE,cmn-0651f3ba.mp3,HSK niveau IV
地下,dìxià,TO TRANSLATE,cmn-0652a97d.mp3,HSK niveau II
正,zhèng,TO TRANSLATE,cmn-065845f6.mp3,HSK niveau I
不够,bùgòu,TO TRANSLATE,cmn-06613077.mp3,HSK niveau III
村庄,cūnzhuāng,TO TRANSLATE,cmn-06632f1c.mp3,HSK niveau III
灾害,zāihài,TO TRANSLATE,cmn-066d4b08.mp3,HSK niveau II
报复,bàofù,TO TRANSLATE,cmn-06778c03.mp3,HSK niveau III
钟表,zhōngbiǎo,TO TRANSLATE,cmn-068c4901.mp3,HSK niveau IV
自信,zìxìn,TO TRANSLATE,cmn-06a2f4da.mp3,HSK niveau III
凶,xiōng,TO TRANSLATE,cmn-06a8d36c.mp3,HSK niveau III
每,měi,TO TRANSLATE,cmn-06b64b97.mp3,HSK niveau I
槽,cáo,TO TRANSLATE,cmn-06b8901f.mp3,HSK niveau IV
两极,liǎngjí,TO TRANSLATE,cmn-06bb8d80.mp3,HSK niveau IV
病房,bìngfáng,TO TRANSLATE,cmn-06c927dc.mp3,HSK niveau II
领子,lǐngzi,TO TRANSLATE,cmn-06d38d53.mp3,HSK niveau IV
其他,qítā,TO TRANSLATE,cmn-06e23c48.mp3,HSK niveau II
文,wén,TO TRANSLATE,cmn-06e94e1f.mp3,HSK niveau IV
自豪,zìháo,TO TRANSLATE,cmn-06e9f9b8.mp3,HSK niveau III
踌躇,chóuchú,TO TRANSLATE,cmn-06eaa3b3.mp3,HSK niveau IV
捐款,juānkuǎn,TO TRANSLATE,cmn-06ed0dc7.mp3,HSK niveau IV
撞,zhuàng,TO TRANSLATE,cmn-06ee23db.mp3,HSK niveau II
座,zuò,TO TRANSLATE,cmn-06f0bb20.mp3,HSK niveau I
幸运,xìngyùn,TO TRANSLATE,cmn-06f987a9.mp3,HSK niveau IV
依旧,yījiù,TO TRANSLATE,cmn-0717f1bf.mp3,HSK niveau III
现成,xiànchéng,TO TRANSLATE,cmn-071de7e5.mp3,HSK niveau III
掐,qiā,TO TRANSLATE,cmn-07215381.mp3,HSK niveau IV
库房,kùfáng,TO TRANSLATE,cmn-07226521.mp3,HSK niveau IV
穷苦,qióngkǔ,TO TRANSLATE,cmn-0722c718.mp3,HSK niveau IV
半导体,bàndǎotǐ,TO TRANSLATE,cmn-072cec9e.mp3,HSK niveau II
纪要,jìyào,TO TRANSLATE,cmn-07314a8c.mp3,HSK niveau IV
产,chǎn,TO TRANSLATE,cmn-0732d117.mp3,HSK niveau IV
勺子,sháozi,TO TRANSLATE,cmn-073d4744.mp3,HSK niveau II
舅母,jiùmu,TO TRANSLATE,cmn-073d76bf.mp3,HSK niveau III
哆嗦,duōsuo,TO TRANSLATE,cmn-074397fe.mp3,HSK niveau III
高空,gāokōng,TO TRANSLATE,cmn-07561732.mp3,HSK niveau IV
容忍,róngrěn,TO TRANSLATE,cmn-075b54d4.mp3,HSK niveau IV
竖,shù,TO TRANSLATE,cmn-07734c64.mp3,HSK niveau IV
礼品,lǐpǐn,TO TRANSLATE,cmn-077a3ac9.mp3,HSK niveau IV
导弹,dǎodàn,TO TRANSLATE,cmn-077c2a20.mp3,HSK niveau III
姑娘,gūniang,TO TRANSLATE,cmn-0793d109.mp3,HSK niveau I
贤惠,xiánhuì,TO TRANSLATE,cmn-078cdcb8.mp3,HSK niveau IV
四面八方,sìmiàn_bāfāng,TO TRANSLATE,cmn-0796423f.mp3,HSK niveau III
空,kōng,TO TRANSLATE,cmn-079d4205.mp3,HSK niveau II
算是,suànshì,TO TRANSLATE,cmn-079d600a.mp3,HSK niveau III
身,shēn,TO TRANSLATE,cmn-079e6458.mp3,HSK niveau II
烦躁,fánzào,TO TRANSLATE,cmn-07a1729e.mp3,HSK niveau IV
舍不得,shěbude,TO TRANSLATE,cmn-07adc13d.mp3,HSK niveau III
弊端,bìduān,TO TRANSLATE,cmn-07af85a6.mp3,HSK niveau IV
佩服,pèifu,TO TRANSLATE,cmn-07b1f484.mp3,HSK niveau III
忍受,rěnshòu,TO TRANSLATE,cmn-07b64a99.mp3,HSK niveau III
博士,bóshì,TO TRANSLATE,cmn-07c7d970.mp3,HSK niveau III
苑,yuàn,TO TRANSLATE,cmn-07cfba58.mp3,HSK niveau III
一点儿,yìdiǎnr,TO TRANSLATE,cmn-07d3cb68.mp3,HSK niveau I
学期,xuéqī,TO TRANSLATE,cmn-07d7d1bd.mp3,HSK niveau II
位置,wèizhi,TO TRANSLATE,cmn-07dbc24b.mp3,HSK niveau II
下,xià,TO TRANSLATE,cmn-07dcdf76.mp3,HSK niveau I
积累,jīlěi,TO TRANSLATE,cmn-07e1d3ac.mp3,HSK niveau II
好客,hàokè,TO TRANSLATE,cmn-07e1ecdb.mp3,HSK niveau IV
复杂,fùzá,TO TRANSLATE,cmn-07e9c66b.mp3,HSK niveau I
历史,lìshǐ,TO TRANSLATE,cmn-07f288e9.mp3,HSK niveau I
精确,jīngquè,TO TRANSLATE,cmn-07f62d26.mp3,HSK niveau IV
高产,gāochǎn,TO TRANSLATE,cmn-07f98420.mp3,HSK niveau IV
阻碍,zǔ'ài,TO TRANSLATE,cmn-0819a970.mp3,HSK niveau III
不满,bùmǎn,TO TRANSLATE,cmn-081c9d1b.mp3,HSK niveau III
补充,bǔchōng,TO TRANSLATE,cmn-08286eb7.mp3,HSK niveau II
亲生,qīnshēng,TO TRANSLATE,cmn-082b697d.mp3,HSK niveau IV
当心,dāngxīn,TO TRANSLATE,cmn-082cdbdb.mp3,HSK niveau IV
遇,yù,TO TRANSLATE,cmn-08368db4.mp3,HSK niveau II
蝉,chán,TO TRANSLATE,cmn-083b97d9.mp3,HSK niveau IV
毫不,háobù,TO TRANSLATE,cmn-083c6c2e.mp3,HSK niveau II
阅览室,yuèlǎnshì,TO TRANSLATE,cmn-083ce96f.mp3,HSK niveau II
犁,lí,TO TRANSLATE,cmn-083fdc40.mp3,HSK niveau IV
仆人,púrén,TO TRANSLATE,cmn-08474c09.mp3,HSK niveau IV
不良,bùliáng,TO TRANSLATE,cmn-084ac967.mp3,HSK niveau IV
应当,yīngdāng,TO TRANSLATE,cmn-085a4d94.mp3,HSK niveau II
不安,bù'ān,TO TRANSLATE,cmn-085a6dac.mp3,HSK niveau III
行为,xíngwéi,TO TRANSLATE,cmn-085e81b7.mp3,HSK niveau III
呼吁,hūyù,TO TRANSLATE,cmn-085efff7.mp3,HSK niveau IV
新型,xīnxíng,TO TRANSLATE,cmn-086a2a61.mp3,HSK niveau III
士兵,shìbīng,TO TRANSLATE,cmn-08706996.mp3,HSK niveau III
双,shuāng,TO TRANSLATE,cmn-087d80d6.mp3,HSK niveau I
凯旋,kǎixuán,TO TRANSLATE,cmn-0880a424.mp3,HSK niveau IV
否认,fǒurèn,TO TRANSLATE,cmn-08833dd5.mp3,HSK niveau IV
乱七八糟,luànqībāzāo,TO TRANSLATE,cmn-08932d3f.mp3,HSK niveau IV
占,zhàn,TO TRANSLATE,cmn-08938eb7.mp3,HSK niveau I
合作,hézuò,TO TRANSLATE,cmn-0899e5b0.mp3,HSK niveau II
治理,zhìlǐ,TO TRANSLATE,cmn-089ca1f9.mp3,HSK niveau IV
阶层,jiēcéng,TO TRANSLATE,cmn-08a7f9c0.mp3,HSK niveau III
轰动,hōngdòng,TO TRANSLATE,cmn-08b8f323.mp3,HSK niveau IV
合唱,héchàng,TO TRANSLATE,cmn-08c24c19.mp3,HSK niveau III
布,bù,TO TRANSLATE,cmn-08c53d73.mp3,HSK niveau I
就,jiù,TO TRANSLATE,cmn-08cbe6fb.mp3,HSK niveau I
大肆,dàsì,TO TRANSLATE,cmn-08cf6ebc.mp3,HSK niveau IV
挂钩,guàgōu,TO TRANSLATE,cmn-08d762e4.mp3,HSK niveau IV
来回,láihuí,TO TRANSLATE,cmn-08d7ac73.mp3,HSK niveau III
骨肉,gǔròu,TO TRANSLATE,cmn-08e11d61.mp3,HSK niveau IV
外祖母,wàizǔmǔ,TO TRANSLATE,cmn-08e30c77.mp3,HSK niveau III
盲从,mángcóng,TO TRANSLATE,cmn-08f4bba1.mp3,HSK niveau IV
流行,liúxíng,TO TRANSLATE,cmn-08feccbd.mp3,HSK niveau III
会,huì,TO TRANSLATE,cmn-09003a80.mp3,HSK niveau I
上当,shàngdàng,TO TRANSLATE,cmn-0900edfd.mp3,HSK niveau II
七,qī,TO TRANSLATE,cmn-09075744.mp3,HSK niveau I
复,fù,TO TRANSLATE,cmn-090a4d29.mp3,HSK niveau IV
大伙儿,dàhuǒr,TO TRANSLATE,cmn-0911272a.mp3,HSK niveau II
内幕,nèimù,TO TRANSLATE,cmn-092148d8.mp3,HSK niveau IV
媒介,méijiè,TO TRANSLATE,cmn-0925d02d.mp3,HSK niveau IV
一身,yīshēn,TO TRANSLATE,cmn-0926b093.mp3,HSK niveau IV
母亲,mǔqīn,TO TRANSLATE,cmn-0935d373.mp3,HSK niveau I
