哆嗦,duōsuo,tressaillir,cmn-074397fe.mp3," tressaillir, frisson, frémir, frisson de, frémissement"
导弹,dǎodàn,missile,cmn-077c2a20.mp3," missile, de missile, des missiles, des missiles de, contre les missiles"
四面八方,sìmiàn_bāfāng,Dans toutes les directions,cmn-0796423f.mp3," toutes les directions, tous les côtés, tous les sens, tous sens, tous côtés"
算是,suànshì,considéré,cmn-079d600a.mp3," considéré, considéré comme, Considérée, Considérée comme, Considéré comme l'"
舍不得,shěbude,ours,cmn-07adc13d.mp3," ours, d'ours, l'Ours, baissier, de Bear"
佩服,pèifu,admirer,cmn-07b1f484.mp3," admirer, Admirez, Admirez la, Admire, admirerez"
忍受,rěnshòu,ours,cmn-07b64a99.mp3," ours, d'ours, l'Ours, baissier, de Bear"
博士,bóshì,médecin,cmn-07c7d970.mp3," médecin, docteur, Doctor, le Docteur, Dr"
苑,yuàn,parc,cmn-07cfba58.mp3," parc, parc de, du parc, de parc, le parc"
阻碍,zǔ'ài,empêcher,cmn-0819a970.mp3," empêcher, gêner, Entraver l', de Hinder, Entraver"
不满,bùmǎn,mécontent,cmn-081c9d1b.mp3," mécontent, Mécontents, insatisfaite, insatisfait, insatisfaits"
不安,bù'ān,anxiété,cmn-085a6dac.mp3," anxiété, angoisse, d'anxiété, Anxiety, inquiétude"
行为,xíngwéi,comportement,cmn-085e81b7.mp3," comportement, conduite, le comportement, Behavior, comportements"
新型,xīnxíng,Nouveau type,cmn-086a2a61.mp3," Nouveau type, Neuf Type, nouvelle forme, nouveau genre, type nouveau"
士兵,shìbīng,soldat,cmn-08706996.mp3," soldat, Militaire, soldat de"
阶层,jiēcéng,strate,cmn-08a7f9c0.mp3," strate, couche, la strate, cornée, de strate"
合唱,héchàng,chorus,cmn-08c24c19.mp3," chorus, chœur, choeur, chorale, Chœurs"
来回,láihuí,Aller et retour,cmn-08d7ac73.mp3," Aller et retour, avant et en arrière, Back and forth, avant en arrière"
外祖母,wàizǔmǔ,grand-mère maternelle,cmn-08e30c77.mp3," maternelle, des mères, Maternal, maternel, de la mère"
流行,liúxíng,populaire,cmn-08feccbd.mp3," populaire, célèbre, populaires, plus populaires, Popular"
画蛇添足,huàshétiānzú,GILD le lys,cmn-093a0e28.mp3," le lys, le lis, lys, lis, du lys"
油田,yóutián,gisement de pétrole,cmn-094339ef.mp3," gisement de pétrole, champ de pétrole, champs de pétrole, champ pétrolifère, champs pétroliers"
湿润,shīrùn,humide,cmn-095cce64.mp3," humide, moite, moelleux, humides, Moist"
一下,yīxià,sur,cmn-09640bbd.mp3," sur, environ, A propos de, propos, A propos"
踏,tà,bande de roulement,cmn-09abe20b.mp3," bande de roulement, la bande de roulement, Sculptures, Bandage, giron"
带动,dàidòng,drive,cmn-09b467ce.mp3," drive, promenade, conduire, d'entraînement, attaque"
日用,rìyòng,tous les jours,cmn-09c1e9ea.mp3," tous les jours, quotidien, de tous les jours, journellement, Daily"
愈_愈_,yù_yù_,Plus more _ _ 愈 愈 Plus more, Plus more Les, More more, La sulte la sulte, Panier plus plus _ _ _ _,cmn-09c2005f.mp3,"Plus more _ _ 愈 愈 Plus more, Plus more Les, More more, La sulte la sulte, Panier plus plus _ _ _ _"
挑选,tiāoxuǎn,choisir,cmn-09e1ca8e.mp3," choisir, Choisissez l', Choisissez la, Changer, Choisissez"
胡说,húshuō,non-sens,cmn-0a26dac5.mp3," non-sens, balivernes, idioties, absurdité, Absurde"
任,rèn,bureau,cmn-0a28bc19.mp3," bureau, Bureau de, charge, fonction, cabinet"
意识,yìshi,conscience,cmn-0a36ee28.mp3," conscience, La sensibilisation, sensibilisation, Awareness, de sensibilisation"
笼罩,lǒngzhào,envelopper,cmn-0a3c04b0.mp3," envelopper, envelop, enveloppe de, Enveloppement"
变动,biàndòng,changement,cmn-0a418cca.mp3," changement, Changer de, modification, Change, Changer"
省长,shěngzhǎng,gouverneur,cmn-0a4baabb.mp3," gouverneur, gouverneur de, directeur, Gouverneure"
珍贵,zhēnguì,précieux,cmn-0a556e9b.mp3," précieux, Precious, précieuses, cher, Précieuse"
夺取,duóqǔ,saisie,cmn-0a7d1c84.mp3," saisie, capture, crise, la saisie, attaque"
细致,xìzhì,méticuleux,cmn-0a99a27a.mp3," méticuleux, minutieuse, méticuleuse, méticuleuses, Meticulous"
作风,zuòfēng,style,cmn-0acfc0ac.mp3," style, forme, mode, modèle, de style"
肿,zhǒng,enflé,cmn-0adb0cde.mp3," enflé, gonflé, enflées, en crue, Enflure"
容许,róngxǔ,permis,cmn-0ae920b4.mp3," permis, de permis, le permis, permettre, autorisation"
惊奇,jīngqí,stupéfier,cmn-0af88945.mp3," stupéfier, Amaze, Stupéfiez, Etonnez, surprendre"
特,tè,spécial,cmn-0b10371d.mp3," spécial, spécial a, particulier, extraordinaire, Special"
边疆,biānjiāng,frontière,cmn-0b354285.mp3," frontière, frontalier, frontière de, Frontier, frontière du"
宏伟,hóngwěi,grandiose,cmn-0b4dbb15.mp3," grandiose, du Grand, Grande, de Grand"
叙述,xùshù,récit,cmn-0b78221c.mp3," récit, narratif, narration, narrative, histoire"
引进,yǐnjìn,introduire,cmn-0b93a6b2.mp3," introduire, présenter, Introduisez, Mettre en place, déposer"
鸽子,gēzi,pigeon,cmn-0ba97dd0.mp3," pigeon, colombophile, le pigeon, au pigeon, de Pigeon"
纯,chún,pur,cmn-0bafe77c.mp3," pur, pure, pures, pureté, purement"
竭力,jiélì,Essayer de,cmn-0bedcd80.mp3," Essayer de, Tentative de, Essayant de, En essayant de, Essayer d'"
抗议,kàngyì,protestation,cmn-0c05b682.mp3," protestation, Manifestant, Manifestations, Protest, de protestation"
青春,qīngchūn,jeunesse,cmn-0c1dda00.mp3," jeunesse, jeunes, jeune, de la jeunesse, jeune homme"
利,lì,bénéfice,cmn-0c38c256.mp3," bénéfice, profit, gain, lucratif, but lucratif"
程序,chéngxù,programme,cmn-0c88a53c.mp3," programme, Programme d', du Programme, de programme, Program"
攻克,gōngkè,capture,cmn-0c9d359a.mp3," capture, capture de, capturer, capter, Capture d'"
聚精会神,jùjīnghuìshén,attentivement,cmn-0d11c588.mp3," attentivement, Soigneusement, attention, avec attention, attentif"
紧密,jǐnmì,proche,cmn-0d159189.mp3," proche, près, fermer, Close, Fermer la"
解放军,jiěfàngjūn,Armée populaire de libération,cmn-0d373797.mp3," Armée populaire de libération"
协作,xiézuò,coopération,cmn-0d3e8e3a.mp3," coopération, de coopération, de la coopération, collaboration, coopération en matière"
当家,dāngjiā,seul,cmn-0d463ce8.mp3," seul, la seule, seul Pas, lui seul, seul Pas de"
收割,shōugē,moissonner,cmn-0d472a43.mp3," moissonner, Reap, de récolter, moissonnera"
柜台,guìtái,compteur,cmn-0d4c92a2.mp3," compteur, comptoir, contraire, Compteur de, contre"
耗,hào,consommer,cmn-0d58c6a6.mp3," consommer, A consommer, Consommer des, Consomment, Consommez"
冷饮,lěngyǐn,boisson froide,cmn-0d6535ef.mp3," froide, de froid, Froid, de Cold, du froid"
挫折,cuòzhé,frustration,cmn-0d745d0e.mp3," frustration, frustrations, de frustration, anéantissement, déception"
政权,zhèngquán,régime,cmn-0d790cff.mp3," régime, le régime, régime d', Regime, Régime de"
依然,yīrán,encore,cmn-0d8afae8.mp3," encore, toujours, Pourtant, morte, quand même"
剩余,shèngyú,surplus,cmn-0d8d2c97.mp3," surplus, excédent, des excédents, excès, de surplus"
面孔,miànkǒng,visage,cmn-0d9f5e74.mp3," visage, face, des visages, figure, de visage"
化验,huàyàn,essai,cmn-0da3b83e.mp3," essai, de dosage, Dosage de, Assay, Dosage"
终身,zhōngshēn,de toujours,cmn-0da69002.mp3," de toujours, continu, Lifelong, continue, permanente"
性别,xìngbié,sexe,cmn-0df2b27a.mp3," sexe, genre, de genre, Gender, l'égalité"
可见,kějiàn,visible,cmn-0dfd1d02.mp3," visible, accessibles, Visible seulement, consultées, Visible seulement par"
统计,tǒngjì,statistiques,cmn-0e13c16f.mp3," statistiques, de Statistique, Statistics, Statistique, chiffres"
加入,jiārù,joindre,cmn-0e17b386.mp3," joindre, adhérer à, entrer dans, adhérer"
污,wū,sale,cmn-0e217987.mp3," sale, dirty, sale de"
浸,jìn,imbiber,cmn-0e261443.mp3," imbiber, tremper, Faire tremper, Faites tremper, détremper"
达,dá,atteindre,cmn-0e2f45b7.mp3," atteindre, aboutir à, arriver, arriver à, aboutir"
勾结,gōujié,complicité,cmn-0e4ae010.mp3," complicité, connivence, collusion, collusions, de collusion"
沸腾,fèiténg,ébullition,cmn-0ec217a0.mp3," ébullition, Boiling, bouillonnement, d'ébullition"
匆忙,cōngmáng,Se,cmn-0ec8143a.mp3," Se, Hurry, la hâte, pressé, ATHLETICSFUN"
烈士,lièshì,martyr,cmn-0f2f590e.mp3," martyr, martyre, martyriser, martyr de"
成千上万,chéngqiānshàngwàn,Des milliers,cmn-0f389ec5.mp3," Des milliers, des milliers d', En milliers, Milliers, Des milliers de"
注射,zhùshè,injection,cmn-0f5ee1d8.mp3," injection, d'injection, injection de, injectable, L'injection"
氧气,yǎngqì,oxygène,cmn-0f6c2563.mp3," oxygène, d'oxygène, en oxygène, l'oxygène"
何必,hébì,Pourquoi,cmn-0f78f297.mp3," Pourquoi, Pourquoi est, pour laquelle, la raison pour laquelle, pour lesquelles"
写作,xiězuò,écriture,cmn-0f9cb768.mp3," écriture, de rédaction, Ecrit, L'écriture, d'écriture"
照相机,zhàoxiàngjī,appareil photo,cmn-0ff7f60a.mp3," appareil photo, caméra, l'appareil photo, appareil, appareil photographique"
适宜,shìyí,approprié,cmn-102b7988.mp3," approprié, adapté, convenable, adéquat, appropriés"
角度,jiǎodù,angle,cmn-102d0041.mp3," angle, d'angle, Angle de"
损害,sǔnhài,dommage,cmn-104fbdf7.mp3," dommage, dégât, Dégâts, Damage, Dommages"
空军,kōngjūn,Air Force,cmn-1056beca.mp3," Air Force, armée de l'Air, Force aérienne, forcent l'air, de la Force aérienne"
不曾,bùcéng,jamais,cmn-1090b44c.mp3," jamais, n'a jamais, ne jamais, Ne pas, ne"
知识分子,zhīshifènzǐ,intellectuel 知识 intellectuel, intellectuelle, intellectuelle du, intellectuelles,cmn-10a13a3a.mp3,"intellectuel 知识 intellectuel, intellectuelle, intellectuelle du, intellectuelles"
沉,chén,évier,cmn-10b982be.mp3," évier, lavabo, Lavabo et évier, d'évier, Evier"
猿人,yuánrén,Ape -man,cmn-10f1ed1a.mp3," -man, homme, hommes, man"
色彩,sècǎi,couleur,cmn-1110b54c.mp3," couleur, Couleur des, couleurs, coloris, couleur de"
分量,fēnliàng,Composants,cmn-11194234.mp3," Composants, Components, Composants de, Composantes, des composants"
援助,yuánzhù,aide,cmn-1136de74.mp3," aide, assistance, d'aide, Aid, aider"
春季,chūnjì,printemps,cmn-1143fe67.mp3," printemps, ressort, du Printemps, printanier, de printemps"
拳头,quántou,poing,cmn-116025f8.mp3," poing, coup de poing, du poing, Fist, avec le poing"
粉,fěn,poudre,cmn-117be889.mp3," poudre, de poudre, la poudre, d'eau, en poudre"
请教,qǐngjiào,consulter,cmn-118dbf85.mp3," consulter, conseils, Consulter la, Consult, Consulter les"
售货,shòuhuò,Vendre des marchandises,cmn-1193189b.mp3," Vendre des marchandises, de vendre des marchandises, vendre des biens, de vendre des biens, vendent des biens"
组成,zǔchéng,composition,cmn-1195bfe5.mp3," composition, composition de, la composition"
亚军,yàjūn,Second,cmn-11b08e08.mp3," Second, Finaliste, Finaliste de la, La deuxième place, Deuxième place"
滑雪,huáxuě,ski,cmn-11b114f0.mp3," ski, de fond, des pistes de ski, fond, alpin"
平行,píngxíng,parallèle,cmn-11b86338.mp3," parallèle, en parallèle, Parallèlement, Parallel, parallèles"
消除,xiāochú,éliminer,cmn-11be87d1.mp3," éliminer, Eliminer les, supprimer, Eliminer, Eliminez"
散,sàn,s'éparpiller,cmn-11c7f90d.mp3," s'éparpiller, dispersion, disperser, répandre, dissiper"
继承,jìchéng,hériter,cmn-11d8b32d.mp3," hériter, Hériter des, Hériter les, Hérite, Hériter de"
摆脱,bǎituō,Se débarrasser de,cmn-11f3e136.mp3," Se débarrasser de, débarrasser"
逃避,táobì,évasion,cmn-11f6ae96.mp3," évasion, échapper, fuite, Evasion, secours"
开饭,kāifàn,Repas,cmn-1201046a.mp3," Repas, de repas, les repas, plats, Caractéristiques des aliments"
到_为止_,dào_wéizhǐ_,Pour positionner _ _ 到 位置 Pour positionner, De positionner, Pour le positionnement, Pour placer, Afin de positionner _ _ _ _,cmn-1205977b.mp3,"Pour positionner _ _ 到 位置 Pour positionner, De positionner, Pour le positionnement, Pour placer, Afin de positionner _ _ _ _"
性能,xìngnéng,performance,cmn-120a4db3.mp3," performance, comportement, fonctionnement, accomplissement, exécution"
爹,diē,père,cmn-120b065c.mp3," père, abbé, le Père, P."
身材,shēncái,figure,cmn-12477dfc.mp3," figure, la figure, nombre, chiffre, forme"
罚,fá,punir,cmn-125db598.mp3," punir, la répression, punir la, la répression de, punir le"
转动,zhuàndòng,tour,cmn-12771b04.mp3," tour, Allumez, tournant, Mettez, tourner"
指引,zhǐyǐn,guide,cmn-127b1e19.mp3," guide, guide de, guider, guidage, Guide d'"
赞美,zànměi,louange,cmn-1286c28b.mp3," louange, éloge, hommage, Louanges, gloire"
底片,dǐpiàn,Backsheet,cmn-1292d915.mp3," Backsheet, feuille arrière, Feuille inférieure, feuille support, Feuille de fond"
调动,diàodòng,transfert,cmn-12b660dd.mp3," transfert, de transfert, Transfer, cession, mutation"
给以,gěiyǐ,donner 给予 donner, Donnez, Donne, accorder,cmn-12ba45da.mp3,"donner 给予 donner, Donnez, Donne, accorder"
车辆,chēliàng,véhicule,cmn-12ee960b.mp3," véhicule, de véhicules, du véhicule, les véhicules, de véhicule"
狂风,kuángfēng,vent Fierce,cmn-12fcdf88.mp3," Fierce, féroce, acharnée, acharné, farouche"
缓慢,huǎnmàn,Ralentir,cmn-1302231e.mp3," Ralentir, lent, lentement, Lenteur, Faible"
后方,hòufāng,arrière,cmn-1302472c.mp3," arrière, arrières, de dos"
考验,kǎoyàn,test,cmn-130ae14c.mp3," test, essai, contrôle, de test, analyse"
地道,dìdào,tunnel,cmn-13622fc2.mp3," tunnel, tunnel du, tunnel sous, galerie, tunnel de"
初中,chūzhōng,junior High School,cmn-13676a21.mp3," junior High School, Le collège, collège, cycle du secondaire, l'école secondaire"
化石,huàshí,fossile,cmn-136a7abf.mp3," fossile, fossilisé, fossil, fossiles"
坑,kēng,fosse,cmn-138f9cdc.mp3," fosse, au stand, la fosse, creux, mine"
公式,gōngshì,officiel,cmn-13aedf83.mp3," officiel, fonctionnaire, officiel de, Official, officielle"
复制,fùzhì,copie,cmn-13ae6a93.mp3," copie, copier, Copiez et, Copy, Copiez"
含量,hánliàng,teneur,cmn-13d1e994.mp3," teneur, content, contenus, Contenu, de contenu"
发觉,fājué,trouver,cmn-13d21aa2.mp3," trouver, Rechercher, Retrouvez, découvrir, retrouver"
柏树,bǎishù,cyprès,cmn-13d3fcb9.mp3," cyprès, cyprès de, de Cypress, cypress"
千方百计,qiānfāngbǎijì,Tout le possible,cmn-13d4e39a.mp3," Tout le possible, tout leur possible, Tous les moyens, Le maximum, tout en œuvre"
人群,rénqún,foule,cmn-13ff649e.mp3," foule, cohue, foules, Crowd, la foule"
小组,xiǎozǔ,groupe,cmn-13ff7384.mp3," groupe, du groupe, groupe de, Group, groupement"
轻易,qīngyì,facilement,cmn-1400538c.mp3," facilement, facilement des, Facile, aisément, facile à"
国庆节,Guóqìngjié,Journée nationale,cmn-1407367b.mp3," Journée nationale, Journée nationale de l', Journée nationale des, Fête nationale, Journée nationale de"
患,huàn,souffrir,cmn-14447d9b.mp3," souffrir, pâtir, Souffrent, Souffrez, endurer"
墨,mò,encre,cmn-14543ee8.mp3," encre, encre de, d'encre, de l'encre"
吃亏,chīkuī,Suffer pertes,cmn-1467b5a8.mp3," pertes, des pertes, perte, de pertes, les pertes"
专,zhuān,spécial,cmn-14b04720.mp3," spécial, spécial a, particulier, extraordinaire, Special"
娶,qǔ,marié,cmn-14b4eb01.mp3," marié, mariée, Mariée avec, marier, Marié avec"
下列,xiàliè,suivant,cmn-14e08c37.mp3," suivant, suite, après, la suite de, A la suite"
带儿,dàir,Avec les enfants 带 儿 Avec les enfants, Avec des enfants, Avec enfants de, auprès des enfants, Avec enfants,cmn-14e4cf87.mp3,"Avec les enfants 带 儿 Avec les enfants, Avec des enfants, Avec enfants de, auprès des enfants, Avec enfants"
甚至于,shènzhìyú,même,cmn-14fbef85.mp3," même, Bien, jusqu'à, encore"
走弯路,zǒuwānlù,Detours,cmn-152ec157.mp3," Detours, de détours, détours, des détours, déviations"
丧失,sàngshī,perdre,cmn-153872e2.mp3," perdre, perdre de, Lose, de perdre, Perdez"
即使,jíshǐ,même si,cmn-15a4b851.mp3," même si, Même si l', même se, même se il"
圆满,yuánmǎn,réussi,cmn-2000407b.mp3," réussi, couronné de succès, La réussite, Le succès, avec succès"
外科,wàikē,chirurgical,cmn-2024e365.mp3," chirurgical, chirurgicale, Chirurgie, chirurgique, chirurgicaux"
显示,xiǎnshì,afficher,cmn-2076e91e.mp3," afficher, exposition, Afficheur, d'affichage, affichage"
团体,tuántǐ,groupe,cmn-2079866a.mp3," groupe, du groupe, groupe de, Group, groupement"
地主,dìzhǔ,Les propriétaires fonciers,cmn-208b99d1.mp3," Les propriétaires fonciers, Les propriétaires, des propriétaires fonciers, Landowners, Les propriétaires terriens"
搂,lǒu,étreinte,cmn-20d91d16.mp3," étreinte, étreindre, embrasser, Câlin, Hug"
鉴定,jiàndìng,évaluation,cmn-211819b1.mp3," évaluation, appréciation, d'évaluation, estimation"
同胞,tóngbāo,compatriotes,cmn-212af1d2.mp3," compatriotes, compatriotes à, compatriotes à l', compatriotes de"
松树,sōngshù,pin,cmn-2184301d.mp3," pin, de Pine, du pin, le pin, de pin"
体面,tǐmian,honorable,cmn-21b1a764.mp3," honorable, d'honneur, honnête, Hon"
怀疑,huáiyí,suspect,cmn-21de17fe.mp3," suspect, Le suspect, suspect a, soupçonner, suspecte"
宫,gōng,palais,cmn-21e8205e.mp3," palais, le palais, château, palace"
抹,mǒ,lingette,cmn-21ff0ee9.mp3," lingette, essuyer, Essuyez, effacement, effacer"
死亡,sǐwáng,mort,cmn-220b66b0.mp3," mort, décès, de la mort, la Mort, de décès"
陌生,mòshēng,étrange,cmn-2220a0e5.mp3," étrange, curieux, inconnu, singulier, bizarre"
难题,nántí,puzzle,cmn-2244c3c3.mp3," puzzle, puzzle de, mystère, Puzzles"
预告,yùgào,Prochainement,cmn-224bc55d.mp3," Prochainement, Coming Soon, Bientôt, Bientôt disponible, prochainement mis"
根源,gēnyuán,source,cmn-22c8bede.mp3," source, la source, source de, origine, sources"
半岛,bàndǎo,péninsule,cmn-22de9d53.mp3," péninsule, la péninsule, Peninsula, de la péninsule, la péninsule de"
一连,yīlián,En rang,cmn-22e280f5.mp3," En rang, consécutive, dans une ligne, dans une rangée, consécutif"
预报,yùbào,prévision,cmn-22ea8dc7.mp3," prévision, Prévisions, Les prévisions météo, Forecast, pronostic"
病情,bìngqíng,l'état du patient,cmn-233127a5.mp3," du patient, de la patiente, du malade, d'un patient, des patients"
妨碍,fáng'ài,empêcher,cmn-2366979d.mp3," empêcher, gêner, Entraver l', de Hinder, Entraver"
气压,qìyā,pression barométrique,cmn-2379dafd.mp3," barométrique, atmosphérique, baromètre, barométriques"
粥,zhōu,gruau,cmn-23a3846a.mp3," gruau, bouillie de, de Gruel, du gruau, bouillie"
放学,fàngxué,école,cmn-23c13777.mp3," école, cours, l'école, lycée, collège"
烟,yān,fumée,cmn-23f25a6a.mp3," fumée, la fumée, Fume, de fumée, fumer"
赶上,gǎnshàng,rattraper,cmn-2471989c.mp3," rattraper, Rattrapage, Installez"
尊重,zūnzhòng,respect,cmn-24906fe7.mp3," respect, le respect, respect de, rapport, respecter"
四周,sìzhōu,quatre semaines,cmn-24a2d9fc.mp3," semaines, jours, des semaines, semaine"
谦虚,qiānxū,modeste,cmn-24babc90.mp3," modeste, légère, Modest, modestes"
坏蛋,huàidàn,scélérat,cmn-24c9e63f.mp3," scélérat, chenapan, crapule, fripouille, Canaille"
明白,míngbai,comprendre,cmn-24d1cca2.mp3," comprendre, Comprendre les, Comprenez, compréhension, comprends"
悲哀,bēi'āi,douleur,cmn-157f746d.mp3," douleur, chagrin, tristesse, affliction, La douleur"
心意,xīnyì,cœur,cmn-15b7c26e.mp3," cœur, de cardiologie, cardiaque, coeur"
原先,yuánxiān,original,cmn-1600a1c4.mp3," original, initial, originaire, d'origine, initiale"
蚊子,wénzi,moustique,cmn-16081209.mp3," moustique, de moustique, les moustiques, Mosquito, de Mosquito"
疾病,jíbìng,maladie,cmn-1617ccd7.mp3," maladie, des maladies, la maladie, la maladie de, de la maladie"
进军,jìnjūn,avancer,cmn-162ea666.mp3," avancer, s'avancer, Avancez, Advance, avance"
之类,zhīlèi,comme 之 comme, l'instar, Like, analogue, instar,cmn-165890b0.mp3,"comme 之 comme, l'instar, Like, analogue, instar"
未必,wèibì,Pas nécessairement,cmn-1659bddf.mp3," Pas nécessairement, Pas forcément"
