拉,lā,TO TRANSLATE,cmn-1e3d0f04.mp3
春天,chūntiān,TO TRANSLATE,cmn-2054ac30.mp3
基础,jīchǔ,TO TRANSLATE,cmn-20dbfd00.mp3
复习,fùxí,TO TRANSLATE,cmn-20e5b247.mp3
别的,biéde,TO TRANSLATE,cmn-2161ad49.mp3
种,zhǒng,TO TRANSLATE,cmn-21a3ca84.mp3
注意,zhùyì,TO TRANSLATE,cmn-21e075fe.mp3
伟大,wěidà,TO TRANSLATE,cmn-21f3b13d.mp3
有些,yǒuxiē,TO TRANSLATE,cmn-22641e1e.mp3
饭,fàn,TO TRANSLATE,cmn-2265a5c4.mp3
那里,nàli,TO TRANSLATE,cmn-228e9458.mp3
负责,fùzé,TO TRANSLATE,cmn-23367f9c.mp3
见,jiàn,TO TRANSLATE,cmn-2349c192.mp3
教育,jiàoyù,TO TRANSLATE,cmn-235af603.mp3
同志,tóngzhì,TO TRANSLATE,cmn-23dda3da.mp3
请,qǐng,TO TRANSLATE,cmn-242ade03.mp3
旧,jiù,TO TRANSLATE,cmn-249c5f96.mp3
羊,yáng,TO TRANSLATE,cmn-24c7f63f.mp3
上学,shàngxué,TO TRANSLATE,cmn-15713b8f.mp3
方面,fāngmiàn,TO TRANSLATE,cmn-15e75720.mp3
表扬,biǎoyáng,TO TRANSLATE,cmn-1603df53.mp3
方向,fāngxiàng,TO TRANSLATE,cmn-1683b11f.mp3
汉字,hànzì,TO TRANSLATE,cmn-16c25721.mp3
脚,jiǎo,TO TRANSLATE,cmn-17857f1f.mp3
发生,fāshēng,TO TRANSLATE,cmn-18318dfe.mp3
比较,bǐjiào,TO TRANSLATE,cmn-188cf73c.mp3
增加,zēngjiā,TO TRANSLATE,cmn-18a0b091.mp3
家庭,jiātíng,TO TRANSLATE,cmn-1921900f.mp3
拍,pāi,TO TRANSLATE,cmn-1950cb1d.mp3
船,chuán,TO TRANSLATE,cmn-19574161.mp3
知识,zhīshi,TO TRANSLATE,cmn-19d5d444.mp3
画,huà,TO TRANSLATE,cmn-1a723a2d.mp3
鸡蛋,jīdàn,TO TRANSLATE,cmn-1ac75e3d.mp3
态度,tàidu,TO TRANSLATE,cmn-1b6a6a54.mp3
幸福,xìngfú,TO TRANSLATE,cmn-1bad6479.mp3
有,yǒu,TO TRANSLATE,cmn-1bbe8b92.mp3
公园,gōngyuán,TO TRANSLATE,cmn-1c0b2c02.mp3
岁,suì,TO TRANSLATE,cmn-1c24b4d5.mp3
毛,máo,TO TRANSLATE,cmn-1c6c9fea.mp3
大家,dàjiā,TO TRANSLATE,cmn-1fffa6ed.mp3
爱,ài,TO TRANSLATE,cmn-1cd08e6e.mp3
菜,cài,TO TRANSLATE,cmn-1d1203e1.mp3
身体,shēntǐ,TO TRANSLATE,cmn-1d4edc8a.mp3
太阳,tàiyáng,TO TRANSLATE,cmn-1df9e2ae.mp3
声,shēng,TO TRANSLATE,cmn-1e2397ff.mp3
那,nà,TO TRANSLATE,cmn-1f183aa6.mp3
通知,tōngzhī,TO TRANSLATE,cmn-1f5a5d2c.mp3
情况,qíngkuàng,TO TRANSLATE,cmn-24e5bff2.mp3
没,méi,TO TRANSLATE,cmn-250c2a44.mp3
休息,xiūxi,TO TRANSLATE,cmn-25422082.mp3
懂,dǒng,TO TRANSLATE,cmn-255a9980.mp3
字,zì,TO TRANSLATE,cmn-25aa0f1a.mp3
花,huā,TO TRANSLATE,cmn-25baabd1.mp3
容易,róngyì,TO TRANSLATE,cmn-25d7658b.mp3
嘴,zuǐ,TO TRANSLATE,cmn-25fcbcde.mp3
本子,běnzi,TO TRANSLATE,cmn-261b763b.mp3
辆,liàng,TO TRANSLATE,cmn-262dfd29.mp3
条件,tiáojiàn,TO TRANSLATE,cmn-2646dd4b.mp3
我,wǒ,TO TRANSLATE,cmn-267cc491.mp3
工厂,gōngchǎng,TO TRANSLATE,cmn-26865323.mp3
抽,chōu,TO TRANSLATE,cmn-2692caf0.mp3
谁,sheí,TO TRANSLATE,cmn-26ca4504.mp3
一些,yìxiē,TO TRANSLATE,cmn-26e5795b.mp3
利用,lìyòng,TO TRANSLATE,cmn-273324af.mp3
努力,nǔlì,TO TRANSLATE,cmn-27535286.mp3
散步,sànbù,TO TRANSLATE,cmn-279d7e66.mp3
嗯,ng,TO TRANSLATE,cmn-280169fd.mp3
旁边,pángbiān,TO TRANSLATE,cmn-28167a64.mp3
而且,érqiě,TO TRANSLATE,cmn-28298acc.mp3
些,xiē,TO TRANSLATE,cmn-285dad90.mp3
中学,zhōngxué,TO TRANSLATE,cmn-2894ac08.mp3
愉快,yúkuài,TO TRANSLATE,cmn-28986c83.mp3
香,xiāng,TO TRANSLATE,cmn-28fc02b2.mp3
城市,chéngshì,TO TRANSLATE,cmn-29188eac.mp3
前,qián,TO TRANSLATE,cmn-292017c6.mp3
工作,gōngzuò,TO TRANSLATE,cmn-29206147.mp3
大学,dàxué,TO TRANSLATE,cmn-2965e54a.mp3
学院,xuéyuàn,TO TRANSLATE,cmn-29942ed4.mp3
许多,xǔduō,TO TRANSLATE,cmn-299c6e32.mp3
准备,zhǔnbèi,TO TRANSLATE,cmn-2a21d3d2.mp3
语言,yǔyán,TO TRANSLATE,cmn-2a34c50a.mp3
后,hòu,TO TRANSLATE,cmn-2b29ef64.mp3
才,cái,TO TRANSLATE,cmn-2b66a99f.mp3
瓶,píng,TO TRANSLATE,cmn-2b82d057.mp3
慢,màn,TO TRANSLATE,cmn-2c02dbca.mp3
日子,rìzi,TO TRANSLATE,cmn-2cc308a0.mp3
阴,yīn,TO TRANSLATE,cmn-2ce645ba.mp3
读,dú,TO TRANSLATE,cmn-2d9c9228.mp3
一会儿,yíhuìr,TO TRANSLATE,cmn-2dd1bff1.mp3
封,fēng,TO TRANSLATE,cmn-2e12d657.mp3
经常,jīngcháng,TO TRANSLATE,cmn-2e2118b4.mp3
照顾,zhàogù,TO TRANSLATE,cmn-2ecf6ccb.mp3
好处,hǎochu,TO TRANSLATE,cmn-2f0381ac.mp3
所以,suǒyǐ,TO TRANSLATE,cmn-2f16658c.mp3
推,tuī,TO TRANSLATE,cmn-2f23eb1f.mp3
抱,bào,TO TRANSLATE,cmn-2f2486db.mp3
玩儿,wánr,TO TRANSLATE,cmn-2f2e33fc.mp3
只好,zhǐhǎo,TO TRANSLATE,cmn-2fa26066.mp3
这里,zhèli,TO TRANSLATE,cmn-2ff5230f.mp3
来,lái,TO TRANSLATE,cmn-307dd630.mp3
橘子,júzi,TO TRANSLATE,cmn-30932e3b.mp3
同时,tóngshí,TO TRANSLATE,cmn-30afa377.mp3
一下儿,yíxiàr,TO TRANSLATE,cmn-30f429cb.mp3
她,tā,TO TRANSLATE,cmn-31a588dd.mp3
破,pò,TO TRANSLATE,cmn-31e7d44b.mp3
完成,wánchéng,TO TRANSLATE,cmn-31e92ef3.mp3
牛奶,niúnǎi,TO TRANSLATE,cmn-326f7281.mp3
的,de,TO TRANSLATE,cmn-32973a9e.mp3
计划,jìhuà,TO TRANSLATE,cmn-336795bb.mp3
干部,gànbù,TO TRANSLATE,cmn-3377cc9b.mp3
少,shǎo,TO TRANSLATE,cmn-33a5c633.mp3
已经,yǐjing,TO TRANSLATE,cmn-344c5660.mp3
收拾,shōushi,TO TRANSLATE,cmn-3481bab3.mp3
社会,shèhuì,TO TRANSLATE,cmn-34c869f4.mp3
搞,gǎo,TO TRANSLATE,cmn-34d84159.mp3
天,tiān,TO TRANSLATE,cmn-3509a9f8.mp3
说明,shuōmíng,TO TRANSLATE,cmn-3545ebe1.mp3
发烧,fāshāo,TO TRANSLATE,cmn-35b0b1f6.mp3
事,shì,TO TRANSLATE,cmn-35eabdf4.mp3
报,bào,TO TRANSLATE,cmn-35fe52a6.mp3
朋友,péngyou,TO TRANSLATE,cmn-36296e70.mp3
饱,bǎo,TO TRANSLATE,cmn-3664f98b.mp3
姐姐,jiějie,TO TRANSLATE,cmn-366c2291.mp3
车,chē,TO TRANSLATE,cmn-366e8e22.mp3
图书馆,túshūguǎn,TO TRANSLATE,cmn-36bfef2d.mp3
汽水,qìshuǐ,TO TRANSLATE,cmn-36c69be0.mp3
好,hǎo,TO TRANSLATE,cmn-36c84cc4.mp3
睡,shuì,TO TRANSLATE,cmn-36d2781e.mp3
条,tiáo,TO TRANSLATE,cmn-37101229.mp3
灯,dēng,TO TRANSLATE,cmn-371d0844.mp3
友好,yǒuhǎo,TO TRANSLATE,cmn-372ca83d.mp3
政治,zhèngzhì,TO TRANSLATE,cmn-37678c0c.mp3
时候,shíhou,TO TRANSLATE,cmn-3799129a.mp3
门口,ménkǒu,TO TRANSLATE,cmn-379d459e.mp3
表,biǎo,TO TRANSLATE,cmn-37a1fe78.mp3
擦,cā,TO TRANSLATE,cmn-37f7aa04.mp3
有的,yǒude,TO TRANSLATE,cmn-38ae8910.mp3
公共汽车,gōnggòngqìchē,TO TRANSLATE,cmn-38c4d257.mp3
文艺,wényì,TO TRANSLATE,cmn-3913fd86.mp3
关心,guānxīn,TO TRANSLATE,cmn-394f87a2.mp3
不错,búcuò,TO TRANSLATE,cmn-395e5ad5.mp3
简单,jiǎndān,TO TRANSLATE,cmn-39ac8ed3.mp3
不同,bùtóng,TO TRANSLATE,cmn-39f5825e.mp3
要,yào,TO TRANSLATE,cmn-3a52f0d3.mp3
会话,huìhuà,TO TRANSLATE,cmn-3b0dd225.mp3
分钟,fēnzhōng,TO TRANSLATE,cmn-3b1bb444.mp3
参加,cānjiā,TO TRANSLATE,cmn-3b3eb303.mp3
水平,shuǐpíng,TO TRANSLATE,cmn-3b4e6d69.mp3
前边,qiánbiān,TO TRANSLATE,cmn-3b849e91.mp3
哪,na,TO TRANSLATE,cmn-3c075876.mp3
旅行,lǚxíng,TO TRANSLATE,cmn-3c9d278e.mp3
上课,shàngkè,TO TRANSLATE,cmn-3cf35208.mp3
像,xiàng,TO TRANSLATE,cmn-3dc19e60.mp3
内容,nèiróng,TO TRANSLATE,cmn-3e7aa0ad.mp3
痛快,tòngkuai,TO TRANSLATE,cmn-3e94cd60.mp3
舒服,shūfu,TO TRANSLATE,cmn-3e987ca9.mp3
晴,qíng,TO TRANSLATE,cmn-3ea133c6.mp3
摆,bǎi,TO TRANSLATE,cmn-3eafe84e.mp3
手表,shǒubiǎo,TO TRANSLATE,cmn-3f919d8f.mp3
干,gàn,TO TRANSLATE,cmn-40000c08.mp3
出租汽车,chūzūqìchē,TO TRANSLATE,cmn-403f9555.mp3
装,zhuāng,TO TRANSLATE,cmn-4048c08f.mp3
弟弟,dìdi,TO TRANSLATE,cmn-40b6425f.mp3
邮票,yóupiào,TO TRANSLATE,cmn-41cbc37e.mp3
那样,nàyàng,TO TRANSLATE,cmn-421c8824.mp3
家,jiā,TO TRANSLATE,cmn-42ee4c87.mp3
草,cǎo,TO TRANSLATE,cmn-42f98588.mp3
安静,ānjìng,TO TRANSLATE,cmn-4302c74c.mp3
床,chuáng,TO TRANSLATE,cmn-432fe755.mp3
大声,dàshēng,TO TRANSLATE,cmn-43327d95.mp3
楼,lóu,TO TRANSLATE,cmn-4389c20b.mp3
桥,qiáo,TO TRANSLATE,cmn-438eafcf.mp3
带,dài,TO TRANSLATE,cmn-43c1e934.mp3
开学,kāixué,TO TRANSLATE,cmn-4410ae8e.mp3
得,děi,TO TRANSLATE,cmn-44454e88.mp3
出现,chūxiàn,TO TRANSLATE,cmn-448e2982.mp3
后边,hòubiān,TO TRANSLATE,cmn-44c1c48c.mp3
关,guān,TO TRANSLATE,cmn-44f44561.mp3
十,shí,TO TRANSLATE,cmn-44fa9ee9.mp3
精神,jīngshén,TO TRANSLATE,cmn-4543d88e.mp3
丢,diū,TO TRANSLATE,cmn-456e471a.mp3
墙,qiáng,TO TRANSLATE,cmn-458a3ed2.mp3
腿,tuǐ,TO TRANSLATE,cmn-459a9a19.mp3
米饭,mǐfàn,TO TRANSLATE,cmn-45c7369f.mp3
深,shēn,TO TRANSLATE,cmn-45ccce65.mp3
解决,jiějué,TO TRANSLATE,cmn-46940291.mp3
白,bái,TO TRANSLATE,cmn-46bfe155.mp3
地,dì,TO TRANSLATE,cmn-46fdbdc3.mp3
心,xīn,TO TRANSLATE,cmn-4784abb4.mp3
感到,gǎndào,TO TRANSLATE,cmn-47880d18.mp3
班,bān,TO TRANSLATE,cmn-479044e6.mp3
加,jiā,TO TRANSLATE,cmn-47d21870.mp3
进行,jìnxíng,TO TRANSLATE,cmn-47e00297.mp3
水果,shuǐguǒ,TO TRANSLATE,cmn-481c5c0c.mp3
看见,kànjiàn,TO TRANSLATE,cmn-48256932.mp3
过,guò,TO TRANSLATE,cmn-4831fcfe.mp3
哥哥,gēge,TO TRANSLATE,cmn-48a10390.mp3
动,dòng,TO TRANSLATE,cmn-49099042.mp3
决定,juédìng,TO TRANSLATE,cmn-495d76a2.mp3
出来,chūlái,TO TRANSLATE,cmn-497ee6cc.mp3
成绩,chéngjī,TO TRANSLATE,cmn-499fe9d1.mp3
常常,chángcháng,TO TRANSLATE,cmn-49b50377.mp3
下边,xiàbiān,TO TRANSLATE,cmn-49f283de.mp3
句,jù,TO TRANSLATE,cmn-4acf18ba.mp3
了,liǎo,TO TRANSLATE,cmn-4b5bc149.mp3
个,gè,TO TRANSLATE,cmn-4bb5cf28.mp3
里边,lǐbiān,TO TRANSLATE,cmn-4bca87ee.mp3
输,shū,TO TRANSLATE,cmn-4bf019c2.mp3
午饭,wǔfàn,TO TRANSLATE,cmn-4bf4bdb3.mp3
篮球,lánqiú,TO TRANSLATE,cmn-4c1d724d.mp3
抬,tái,TO TRANSLATE,cmn-4c22ea02.mp3
回答,huídá,TO TRANSLATE,cmn-4c64f8d8.mp3
踢,tī,TO TRANSLATE,cmn-4c74be7e.mp3
表现,biǎoxiàn,TO TRANSLATE,cmn-4c817fec.mp3
有时候,yǒushíhou,TO TRANSLATE,cmn-4cdf5169.mp3
春,chūn,TO TRANSLATE,cmn-4d0a2275.mp3
讲,jiǎng,TO TRANSLATE,cmn-4d5b1bcd.mp3
困难,kùnnan,TO TRANSLATE,cmn-4dab643d.mp3
着急,zháojí,TO TRANSLATE,cmn-4e1cbc3d.mp3
得很,dehěn,TO TRANSLATE,cmn-4e27de95.mp3
日语,rìyǔ,TO TRANSLATE,cmn-4e45b560.mp3
刀,dāo,TO TRANSLATE,cmn-4e8a5a3a.mp3
机场,jīchǎng,TO TRANSLATE,cmn-4e8fb01c.mp3
根,gēn,TO TRANSLATE,cmn-4e94c2c1.mp3
星期日,xīngqīrì,TO TRANSLATE,cmn-4edb618a.mp3
但是,dànshì,TO TRANSLATE,cmn-4eeccf0c.mp3
生日,shēngri,TO TRANSLATE,cmn-4ef51d13.mp3
现代,xiàndài,TO TRANSLATE,cmn-4f2237ad.mp3
吗,ma,TO TRANSLATE,cmn-4f4247a4.mp3
服务员,fúwùyuán,TO TRANSLATE,cmn-4f642847.mp3
这样,zhèyàng,TO TRANSLATE,cmn-4f673f73.mp3
他,tā,TO TRANSLATE,cmn-4ff7e06c.mp3
细,xì,TO TRANSLATE,cmn-50064e51.mp3
食堂,shítáng,TO TRANSLATE,cmn-50b5b3f3.mp3
本,běn,TO TRANSLATE,cmn-50ba5fd5.mp3
技术,jìshù,TO TRANSLATE,cmn-51229049.mp3
流,liú,TO TRANSLATE,cmn-51239c4b.mp3
啊,ā,TO TRANSLATE,cmn-5133df38.mp3
举,jǔ,TO TRANSLATE,cmn-516f1b55.mp3
上来,shànglái,TO TRANSLATE,cmn-5178e29f.mp3
成,chéng,TO TRANSLATE,cmn-517bf407.mp3
接,jiē,TO TRANSLATE,cmn-519297a2.mp3
通过,tōngguò,TO TRANSLATE,cmn-54e27f57.mp3
页,yè,TO TRANSLATE,cmn-5565f896.mp3
轻,qīng,TO TRANSLATE,cmn-5568e2fb.mp3
在,zài,TO TRANSLATE,cmn-55912595.mp3
吃,chī,TO TRANSLATE,cmn-559893d9.mp3
为,wèi,TO TRANSLATE,cmn-5602df4c.mp3
检查,jiǎnchá,TO TRANSLATE,cmn-560b67e1.mp3
头,tóu,TO TRANSLATE,cmn-560fc521.mp3
球,qiú,TO TRANSLATE,cmn-561c47b7.mp3
问,wèn,TO TRANSLATE,cmn-561ca00f.mp3
浅,qiǎn,TO TRANSLATE,cmn-564e5852.mp3
经济,jīngjì,TO TRANSLATE,cmn-56734d39.mp3
苹果,píngguǒ,TO TRANSLATE,cmn-568d6c36.mp3
放假,fàngjià,TO TRANSLATE,cmn-56994c87.mp3
认真,rènzhēn,TO TRANSLATE,cmn-57221a0f.mp3
不如,bùrú,TO TRANSLATE,cmn-57513e2c.mp3
明天,míngtiān,TO TRANSLATE,cmn-5767840f.mp3
能够,nénggòu,TO TRANSLATE,cmn-5779813a.mp3
八,bā,TO TRANSLATE,cmn-5798dd37.mp3
饭店,fàndiàn,TO TRANSLATE,cmn-58276849.mp3
票,piào,TO TRANSLATE,cmn-58917c41.mp3
总是,zǒngshì,TO TRANSLATE,cmn-58d4324c.mp3
政府,zhèngfǔ,TO TRANSLATE,cmn-58f20d36.mp3
建设,jiànshè,TO TRANSLATE,cmn-593f329d.mp3
她们,tāmen,TO TRANSLATE,cmn-594cdaa8.mp3
主意,zhǔyi,TO TRANSLATE,cmn-59541d95.mp3
邮局,yóujú,TO TRANSLATE,cmn-595468bf.mp3
重要,zhòngyào,TO TRANSLATE,cmn-596fc04c.mp3
介绍,jièshào,TO TRANSLATE,cmn-59cdbec3.mp3
中文,zhōngwén,TO TRANSLATE,cmn-5a09ed37.mp3
回去,huíqù,TO TRANSLATE,cmn-5a98668e.mp3
最初,zuìchū,TO TRANSLATE,cmn-5abdcae7.mp3
学习,xuéxí,TO TRANSLATE,cmn-5ac6f809.mp3
书,shū,TO TRANSLATE,cmn-5b18b242.mp3
忽然,hūrán,TO TRANSLATE,cmn-5b84afc3.mp3
宴会,yànhuì,TO TRANSLATE,cmn-5c0d303a.mp3
最后,zuìhòu,TO TRANSLATE,cmn-5c181360.mp3
上午,shàngwǔ,TO TRANSLATE,cmn-5c2312e2.mp3
进,jìn,TO TRANSLATE,cmn-5c30a0b1.mp3
意见,yìjiàn,TO TRANSLATE,cmn-5c8bf183.mp3
从,cóng,TO TRANSLATE,cmn-5c9b783a.mp3
课,kè,TO TRANSLATE,cmn-5df666a7.mp3
熟,shú,TO TRANSLATE,cmn-5e85ae2f.mp3
谈,tán,TO TRANSLATE,cmn-5f16fda0.mp3
哈哈,hāhā,TO TRANSLATE,cmn-5f262806.mp3
思想,sīxiǎng,TO TRANSLATE,cmn-60ba557b.mp3
这么,zhème,TO TRANSLATE,cmn-61856f38.mp3
当然,dāngrán,TO TRANSLATE,cmn-61a924ae.mp3
中午,zhōngwǔ,TO TRANSLATE,cmn-61c68565.mp3
客气,kèqi,TO TRANSLATE,cmn-61f68e1c.mp3
好像,hǎoxiàng,TO TRANSLATE,cmn-6214ea41.mp3
人们,rénmen,TO TRANSLATE,cmn-6215a6b0.mp3
漂亮,piàoliang,TO TRANSLATE,cmn-62177238.mp3
不用,búyòng,TO TRANSLATE,cmn-621e77e5.mp3
做,zuò,TO TRANSLATE,cmn-622a1809.mp3
元,yuán,TO TRANSLATE,cmn-622d75cd.mp3
周围,zhōuwéi,TO TRANSLATE,cmn-626222d7.mp3
最,zuì,TO TRANSLATE,cmn-62623336.mp3
外国,wàiguó,TO TRANSLATE,cmn-628b2217.mp3
贵,guì,TO TRANSLATE,cmn-631274b5.mp3
掉,diào,TO TRANSLATE,cmn-634afb41.mp3
丰富,fēngfù,TO TRANSLATE,cmn-636a881e.mp3
听说,tīngshuō,TO TRANSLATE,cmn-6392fc94.mp3
夜,yè,TO TRANSLATE,cmn-63ba6ddb.mp3
啦,la,TO TRANSLATE,cmn-63ebb3db.mp3
人,rén,TO TRANSLATE,cmn-6434bdce.mp3
磁带,cídài,TO TRANSLATE,cmn-64618ea7.mp3
坐,zuò,TO TRANSLATE,cmn-6488ac4a.mp3
新年,xīnnián,TO TRANSLATE,cmn-64c9b539.mp3
收,shōu,TO TRANSLATE,cmn-65012ca7.mp3
火车,huǒchē,TO TRANSLATE,cmn-6540da8f.mp3
星期,xīngqī,TO TRANSLATE,cmn-65a123ce.mp3
去年,qùnián,TO TRANSLATE,cmn-65cc9cd5.mp3
生词,shēngcí,TO TRANSLATE,cmn-66412418.mp3
鱼,yú,TO TRANSLATE,cmn-667b5263.mp3
演出,yǎnchū,TO TRANSLATE,cmn-66958c8f.mp3
敢,gǎn,TO TRANSLATE,cmn-66c0c99b.mp3
过来,guòlái,TO TRANSLATE,cmn-66f02629.mp3
钟头,zhōngtóu,TO TRANSLATE,cmn-67227258.mp3
希望,xīwàng,TO TRANSLATE,cmn-6735420c.mp3
目前,mùqián,TO TRANSLATE,cmn-67803c7a.mp3
组织,zǔzhī,TO TRANSLATE,cmn-67ef3525.mp3
全部,quánbù,TO TRANSLATE,cmn-68022ee7.mp3
当,dāng,TO TRANSLATE,cmn-6805d952.mp3
掌握,zhǎngwò,TO TRANSLATE,cmn-6823e5a4.mp3
到,dào,TO TRANSLATE,cmn-68536a96.mp3
访问,fǎngwèn,TO TRANSLATE,cmn-688e3e6a.mp3
文章,wénzhāng,TO TRANSLATE,cmn-689f05e1.mp3
冷,lěng,TO TRANSLATE,cmn-68b4d2bb.mp3
窗,chuāng,TO TRANSLATE,cmn-696f4db3.mp3
吧,ba,TO TRANSLATE,cmn-699b7708.mp3
或者,huòzhě,TO TRANSLATE,cmn-69c272eb.mp3
椅子,yǐzi,TO TRANSLATE,cmn-6a7065c8.mp3
听写,tīngxiě,TO TRANSLATE,cmn-6ad3ac59.mp3
小孩儿,xiǎoháir,TO TRANSLATE,cmn-6b45fa36.mp3
发,fā,TO TRANSLATE,cmn-6b7bec0f.mp3
干净,gānjìng,TO TRANSLATE,cmn-6bb45801.mp3
放,fàng,TO TRANSLATE,cmn-6bdaa495.mp3
翻,fān,TO TRANSLATE,cmn-6c02c744.mp3
棵,kē,TO TRANSLATE,cmn-6c0fdd29.mp3
满意,mǎnyì,TO TRANSLATE,cmn-6c9871b5.mp3
